system:index,ADM2_NAME,.geo
19926,Balkh,"{""type"":""MultiPoint"",""coordinates"":[]}"
19927,Charbulak,"{""type"":""MultiPoint"",""coordinates"":[]}"
19928,Chemtal,"{""type"":""MultiPoint"",""coordinates"":[]}"
19929,Sholgareh,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930,Sayad,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931,Balkhab,"{""type"":""MultiPoint"",""coordinates"":[]}"
19932,Kohestanat,"{""type"":""MultiPoint"",""coordinates"":[]}"
19933,Purchaman,"{""type"":""MultiPoint"",""coordinates"":[]}"
19934,Shindand,"{""type"":""MultiPoint"",""coordinates"":[]}"
19935,Pasaband,"{""type"":""MultiPoint"",""coordinates"":[]}"
19936,Qaysar,"{""type"":""MultiPoint"",""coordinates"":[]}"
19937,Mazar-e-Sharif,"{""type"":""MultiPoint"",""coordinates"":[]}"
19938,Nahr-e- Shahi,"{""type"":""MultiPoint"",""coordinates"":[]}"
19939,Baghran,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940,Maywand,"{""type"":""MultiPoint"",""coordinates"":[]}"
19941,Lashkargah,"{""type"":""MultiPoint"",""coordinates"":[]}"
19942,Gizab,"{""type"":""MultiPoint"",""coordinates"":[]}"
19943,Panjwayi,"{""type"":""MultiPoint"",""coordinates"":[]}"
19944,Zheray,"{""type"":""MultiPoint"",""coordinates"":[]}"
19945,Shahwalikot,"{""type"":""MultiPoint"",""coordinates"":[]}"
19946,Miyanshin,"{""type"":""MultiPoint"",""coordinates"":[]}"
19947,Shahid-e-Hassas,"{""type"":""MultiPoint"",""coordinates"":[]}"
19948,Daychopan,"{""type"":""MultiPoint"",""coordinates"":[]}"
19949,Nili,"{""type"":""MultiPoint"",""coordinates"":[]}"
19950,Shahrestan,"{""type"":""MultiPoint"",""coordinates"":[]}"
19951,Ashtarlay,"{""type"":""MultiPoint"",""coordinates"":[]}"
19952,Sang-e-Takht,"{""type"":""MultiPoint"",""coordinates"":[]}"
19953,Kohsan,"{""type"":""MultiPoint"",""coordinates"":[]}"
19954,Kushk-e-Kohna,"{""type"":""MultiPoint"",""coordinates"":[]}"
19955,Ghoryan,"{""type"":""MultiPoint"",""coordinates"":[]}"
19956,Adraskan,"{""type"":""MultiPoint"",""coordinates"":[]}"
19957,Guzara,"{""type"":""MultiPoint"",""coordinates"":[]}"
19958,Abkamari,"{""type"":""MultiPoint"",""coordinates"":[]}"
19959,Qadis,"{""type"":""MultiPoint"",""coordinates"":[]}"
19960,Garziwan,"{""type"":""MultiPoint"",""coordinates"":[]}"
19961,Bilcheragh,"{""type"":""MultiPoint"",""coordinates"":[]}"
19962,Pashtunkot,"{""type"":""MultiPoint"",""coordinates"":[]}"
19963,Maymana,"{""type"":""MultiPoint"",""coordinates"":[]}"
19964,Khwajasabzposh,"{""type"":""MultiPoint"",""coordinates"":[]}"
19965,Qaramqol,"{""type"":""MultiPoint"",""coordinates"":[]}"
19966,Darzab,"{""type"":""MultiPoint"",""coordinates"":[]}"
19967,Qushtepa,"{""type"":""MultiPoint"",""coordinates"":[]}"
19968,Andkhoy,"{""type"":""MultiPoint"",""coordinates"":[]}"
19969,Khanaqa,"{""type"":""MultiPoint"",""coordinates"":[]}"
19970,Aqcha,"{""type"":""MultiPoint"",""coordinates"":[]}"
19971,Shahrak,"{""type"":""MultiPoint"",""coordinates"":[]}"
19972,DoLayna,"{""type"":""MultiPoint"",""coordinates"":[]}"
19973,Charsadra,"{""type"":""MultiPoint"",""coordinates"":[]}"
19974,Chaghcharan,"{""type"":""MultiPoint"",""coordinates"":[]}"
19975,Dawlatyar,"{""type"":""MultiPoint"",""coordinates"":[]}"
19976,Keshendeh,"{""type"":""MultiPoint"",""coordinates"":[]}"
19977,Zari,"{""type"":""MultiPoint"",""coordinates"":[]}"
19978,Sar-e-Pul,"{""type"":""MultiPoint"",""coordinates"":[]}"
19979,Sozmaqala,"{""type"":""MultiPoint"",""coordinates"":[]}"
19980,Gosfandi,"{""type"":""MultiPoint"",""coordinates"":[]}"
19981,Sancharak(sangchark),"{""type"":""MultiPoint"",""coordinates"":[]}"
19982,Qala-e-Naw,"{""type"":""MultiPoint"",""coordinates"":[]}"
19983,Kajran,"{""type"":""MultiPoint"",""coordinates"":[]}"
19984,kiti,"{""type"":""MultiPoint"",""coordinates"":[]}"
19985,Khadir,"{""type"":""MultiPoint"",""coordinates"":[]}"
19986,Ceske Budejovice,"{""type"":""MultiPoint"",""coordinates"":[]}"
19987,Cesky Krumlov,"{""type"":""MultiPoint"",""coordinates"":[]}"
19988,Jindrichuv Hradec,"{""type"":""MultiPoint"",""coordinates"":[]}"
19989,Pelhrimov,"{""type"":""MultiPoint"",""coordinates"":[]}"
19990,Pisek,"{""type"":""MultiPoint"",""coordinates"":[]}"
19991,Prachatice,"{""type"":""MultiPoint"",""coordinates"":[]}"
19992,Starkonice,"{""type"":""MultiPoint"",""coordinates"":[]}"
19993,Tabor,"{""type"":""MultiPoint"",""coordinates"":[]}"
19994,Blansko,"{""type"":""MultiPoint"",""coordinates"":[]}"
19995,Breclav,"{""type"":""MultiPoint"",""coordinates"":[]}"
19996,Brno-mesto,"{""type"":""MultiPoint"",""coordinates"":[]}"
19997,Brno-venkov,"{""type"":""MultiPoint"",""coordinates"":[]}"
19998,Hodonin,"{""type"":""MultiPoint"",""coordinates"":[]}"
19999,Jihlava,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000,Kromeriz,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001,Prostejov,"{""type"":""MultiPoint"",""coordinates"":[]}"
20002,Trebic,"{""type"":""MultiPoint"",""coordinates"":[]}"
20003,Udherske Hradiste,"{""type"":""MultiPoint"",""coordinates"":[]}"
20004,Vyskov,"{""type"":""MultiPoint"",""coordinates"":[]}"
20005,Zdar nad Sazavou,"{""type"":""MultiPoint"",""coordinates"":[]}"
20006,Zlin,"{""type"":""MultiPoint"",""coordinates"":[]}"
20007,Znojmo,"{""type"":""MultiPoint"",""coordinates"":[]}"
20008,Praha,"{""type"":""MultiPoint"",""coordinates"":[]}"
20009,Praha-zapad,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010,Ceska Lipa,"{""type"":""MultiPoint"",""coordinates"":[]}"
20011,Chomutov,"{""type"":""MultiPoint"",""coordinates"":[]}"
20012,Decin,"{""type"":""MultiPoint"",""coordinates"":[]}"
20013,Jablonec nad Nisou,"{""type"":""MultiPoint"",""coordinates"":[]}"
20014,Liberec,"{""type"":""MultiPoint"",""coordinates"":[]}"
20015,Litomence,"{""type"":""MultiPoint"",""coordinates"":[]}"
20016,Louny,"{""type"":""MultiPoint"",""coordinates"":[]}"
20017,Most,"{""type"":""MultiPoint"",""coordinates"":[]}"
20018,Teplice,"{""type"":""MultiPoint"",""coordinates"":[]}"
20019,Usti nad Labem,"{""type"":""MultiPoint"",""coordinates"":[]}"
20020,Bruntal,"{""type"":""MultiPoint"",""coordinates"":[]}"
20021,Frydek-Mistek,"{""type"":""MultiPoint"",""coordinates"":[]}"
20022,Jesenik,"{""type"":""MultiPoint"",""coordinates"":[]}"
20023,Karvina,"{""type"":""MultiPoint"",""coordinates"":[]}"
20024,Novy Jicin,"{""type"":""MultiPoint"",""coordinates"":[]}"
20025,Olomouc,"{""type"":""MultiPoint"",""coordinates"":[]}"
20026,Opava,"{""type"":""MultiPoint"",""coordinates"":[]}"
20027,Ostrava-mesto,"{""type"":""MultiPoint"",""coordinates"":[]}"
20028,Prerov,"{""type"":""MultiPoint"",""coordinates"":[]}"
20029,Sumperk,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030,Vsetin,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031,Benesov,"{""type"":""MultiPoint"",""coordinates"":[]}"
20032,Beroun,"{""type"":""MultiPoint"",""coordinates"":[]}"
20033,Kladno,"{""type"":""MultiPoint"",""coordinates"":[]}"
20034,Kolin,"{""type"":""MultiPoint"",""coordinates"":[]}"
20035,Kutna Hora,"{""type"":""MultiPoint"",""coordinates"":[]}"
20036,Melnik,"{""type"":""MultiPoint"",""coordinates"":[]}"
20037,Mlada Boleslav,"{""type"":""MultiPoint"",""coordinates"":[]}"
20038,Nymburk,"{""type"":""MultiPoint"",""coordinates"":[]}"
20039,Praha-vychod,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040,Pribram,"{""type"":""MultiPoint"",""coordinates"":[]}"
20041,Rakovnik,"{""type"":""MultiPoint"",""coordinates"":[]}"
20042,Chrudim,"{""type"":""MultiPoint"",""coordinates"":[]}"
20043,Havlickuv Brod,"{""type"":""MultiPoint"",""coordinates"":[]}"
20044,Hradec Kralove,"{""type"":""MultiPoint"",""coordinates"":[]}"
20045,Jicin,"{""type"":""MultiPoint"",""coordinates"":[]}"
20046,Nachod,"{""type"":""MultiPoint"",""coordinates"":[]}"
20047,Pardubice,"{""type"":""MultiPoint"",""coordinates"":[]}"
20048,Rychnov nad Kneznou,"{""type"":""MultiPoint"",""coordinates"":[]}"
20049,Semily,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050,Svitavy,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051,Trutnov,"{""type"":""MultiPoint"",""coordinates"":[]}"
20052,Usti nad Orlici,"{""type"":""MultiPoint"",""coordinates"":[]}"
20053,Cheb,"{""type"":""MultiPoint"",""coordinates"":[]}"
20054,Domazlice,"{""type"":""MultiPoint"",""coordinates"":[]}"
20055,Karlovy Vary,"{""type"":""MultiPoint"",""coordinates"":[]}"
20056,Klatovy,"{""type"":""MultiPoint"",""coordinates"":[]}"
20057,Plzen-jih,"{""type"":""MultiPoint"",""coordinates"":[]}"
20058,Plzen-mesto,"{""type"":""MultiPoint"",""coordinates"":[]}"
20059,Plzen-sever,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060,Rokycany,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061,Sokolov,"{""type"":""MultiPoint"",""coordinates"":[]}"
20062,Tachov,"{""type"":""MultiPoint"",""coordinates"":[]}"
20063,Balti,"{""type"":""MultiPoint"",""coordinates"":[]}"
20064,Falesti,"{""type"":""MultiPoint"",""coordinates"":[]}"
20065,Glodeni,"{""type"":""MultiPoint"",""coordinates"":[]}"
20066,Riscani,"{""type"":""MultiPoint"",""coordinates"":[]}"
20067,Singerei,"{""type"":""MultiPoint"",""coordinates"":[]}"
20068,Cahul,"{""type"":""MultiPoint"",""coordinates"":[]}"
20069,Cantemir,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070,Taraclia,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071,Vulcanesti,"{""type"":""MultiPoint"",""coordinates"":[]}"
20072,Anenii Noi,"{""type"":""MultiPoint"",""coordinates"":[]}"
20073,Criuleni,"{""type"":""MultiPoint"",""coordinates"":[]}"
20074,Ialoveni,"{""type"":""MultiPoint"",""coordinates"":[]}"
20075,Straseni,"{""type"":""MultiPoint"",""coordinates"":[]}"
20076,Chisinau,"{""type"":""MultiPoint"",""coordinates"":[]}"
20077,Camenca,"{""type"":""MultiPoint"",""coordinates"":[]}"
20078,Dubasari,"{""type"":""MultiPoint"",""coordinates"":[]}"
20079,Grigoriopol,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080,Rbnita,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081,Slobozia,"{""type"":""MultiPoint"",""coordinates"":[]}"
20082,Tighina (Bendery),"{""type"":""MultiPoint"",""coordinates"":[]}"
20083,Tiraspol,"{""type"":""MultiPoint"",""coordinates"":[]}"
20084,Briceni,"{""type"":""MultiPoint"",""coordinates"":[]}"
20085,Donduseni,"{""type"":""MultiPoint"",""coordinates"":[]}"
20086,Edinet,"{""type"":""MultiPoint"",""coordinates"":[]}"
20087,Ocnita,"{""type"":""MultiPoint"",""coordinates"":[]}"
20088,Ciadir-Lunga,"{""type"":""MultiPoint"",""coordinates"":[]}"
20089,Comrat,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090,Basarabeasca,"{""type"":""MultiPoint"",""coordinates"":[]}"
20091,Cimislia,"{""type"":""MultiPoint"",""coordinates"":[]}"
20092,Hincesti,"{""type"":""MultiPoint"",""coordinates"":[]}"
20093,Leova,"{""type"":""MultiPoint"",""coordinates"":[]}"
20094,Orhei,"{""type"":""MultiPoint"",""coordinates"":[]}"
20095,Rezina,"{""type"":""MultiPoint"",""coordinates"":[]}"
20096,Telenesti,"{""type"":""MultiPoint"",""coordinates"":[]}"
20097,Drochia,"{""type"":""MultiPoint"",""coordinates"":[]}"
20098,Floresti,"{""type"":""MultiPoint"",""coordinates"":[]}"
20099,Soldanesti,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100,Soroca,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101,Cainari,"{""type"":""MultiPoint"",""coordinates"":[]}"
20102,Causeni,"{""type"":""MultiPoint"",""coordinates"":[]}"
20103,Stefan Voda,"{""type"":""MultiPoint"",""coordinates"":[]}"
20104,Calaras,"{""type"":""MultiPoint"",""coordinates"":[]}"
20105,Nisporeni,"{""type"":""MultiPoint"",""coordinates"":[]}"
20106,Ungheni,"{""type"":""MultiPoint"",""coordinates"":[]}"
20107,Gornjedrinski,"{""type"":""MultiPoint"",""coordinates"":[]}"
20108,Posavski,"{""type"":""MultiPoint"",""coordinates"":[]}"
20109,Srednjebosanski,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110,Tuzlansko-podrinjski,"{""type"":""MultiPoint"",""coordinates"":[]}"
20111,Unsko-sanski,"{""type"":""MultiPoint"",""coordinates"":[]}"
20112,Zenicko-dobojski,"{""type"":""MultiPoint"",""coordinates"":[]}"
20113,Banja Luka,"{""type"":""MultiPoint"",""coordinates"":[]}"
20114,Bijeljina,"{""type"":""MultiPoint"",""coordinates"":[]}"
20115,Bosanska Dubica,"{""type"":""MultiPoint"",""coordinates"":[]}"
20116,Bosanska Gradiska,"{""type"":""MultiPoint"",""coordinates"":[]}"
20117,Bosanska Krupa,"{""type"":""MultiPoint"",""coordinates"":[]}"
20118,Bosanski Brod,"{""type"":""MultiPoint"",""coordinates"":[]}"
20119,Bosanski Novi,"{""type"":""MultiPoint"",""coordinates"":[]}"
20120,Bosanski Petrovac,"{""type"":""MultiPoint"",""coordinates"":[]}"
20121,Bosanski Samac,"{""type"":""MultiPoint"",""coordinates"":[]}"
20122,Bratunac,"{""type"":""MultiPoint"",""coordinates"":[]}"
20123,Brcko,"{""type"":""MultiPoint"",""coordinates"":[]}"
20124,Cajnice,"{""type"":""MultiPoint"",""coordinates"":[]}"
20125,Celinac,"{""type"":""MultiPoint"",""coordinates"":[]}"
20126,Derventa,"{""type"":""MultiPoint"",""coordinates"":[]}"
20127,Doboj,"{""type"":""MultiPoint"",""coordinates"":[]}"
20128,Donji Vakuf,"{""type"":""MultiPoint"",""coordinates"":[]}"
20129,Glamoc,"{""type"":""MultiPoint"",""coordinates"":[]}"
20130,Gorazde,"{""type"":""MultiPoint"",""coordinates"":[]}"
20131,Gracanica,"{""type"":""MultiPoint"",""coordinates"":[]}"
20132,Gradacac,"{""type"":""MultiPoint"",""coordinates"":[]}"
20133,Han Pijesak,"{""type"":""MultiPoint"",""coordinates"":[]}"
20134,Ilidza,"{""type"":""MultiPoint"",""coordinates"":[]}"
20135,Ilija[,"{""type"":""MultiPoint"",""coordinates"":[]}"
20136,Jajce,"{""type"":""MultiPoint"",""coordinates"":[]}"
20137,Kalesija,"{""type"":""MultiPoint"",""coordinates"":[]}"
20138,Kladanj,"{""type"":""MultiPoint"",""coordinates"":[]}"
20139,Kljuc,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140,Kotor Varos,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141,Kupres,"{""type"":""MultiPoint"",""coordinates"":[]}"
20142,Laktasi,"{""type"":""MultiPoint"",""coordinates"":[]}"
20143,Lopare,"{""type"":""MultiPoint"",""coordinates"":[]}"
20144,Lukavac,"{""type"":""MultiPoint"",""coordinates"":[]}"
20145,Maglaj,"{""type"":""MultiPoint"",""coordinates"":[]}"
20146,Modrica,"{""type"":""MultiPoint"",""coordinates"":[]}"
20147,Mrkonji] Grad,"{""type"":""MultiPoint"",""coordinates"":[]}"
20148,Novo Sarajevo,"{""type"":""MultiPoint"",""coordinates"":[]}"
20149,Odzak,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150,Olovo,"{""type"":""MultiPoint"",""coordinates"":[]}"
20151,Orasje,"{""type"":""MultiPoint"",""coordinates"":[]}"
20152,Pale,"{""type"":""MultiPoint"",""coordinates"":[]}"
20153,Prijedor,"{""type"":""MultiPoint"",""coordinates"":[]}"
20154,Prnjavor,"{""type"":""MultiPoint"",""coordinates"":[]}"
20155,Rogatica,"{""type"":""MultiPoint"",""coordinates"":[]}"
20156,Rudo,"{""type"":""MultiPoint"",""coordinates"":[]}"
20157,Sanski Most,"{""type"":""MultiPoint"",""coordinates"":[]}"
20158,Sekovici,"{""type"":""MultiPoint"",""coordinates"":[]}"
20159,Sipovo,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160,Sokolac,"{""type"":""MultiPoint"",""coordinates"":[]}"
20161,Srbac,"{""type"":""MultiPoint"",""coordinates"":[]}"
20162,Srebrenica,"{""type"":""MultiPoint"",""coordinates"":[]}"
20163,Stari Grad,"{""type"":""MultiPoint"",""coordinates"":[]}"
20164,Tesanj,"{""type"":""MultiPoint"",""coordinates"":[]}"
20165,Teslic,"{""type"":""MultiPoint"",""coordinates"":[]}"
20166,Titov Drvar,"{""type"":""MultiPoint"",""coordinates"":[]}"
20167,Travnik,"{""type"":""MultiPoint"",""coordinates"":[]}"
20168,Trnovo,"{""type"":""MultiPoint"",""coordinates"":[]}"
20169,Ugljevik,"{""type"":""MultiPoint"",""coordinates"":[]}"
20170,Visegrad,"{""type"":""MultiPoint"",""coordinates"":[]}"
20171,Vlasenica,"{""type"":""MultiPoint"",""coordinates"":[]}"
20172,Zvornik,"{""type"":""MultiPoint"",""coordinates"":[]}"
20173,Addison,"{""type"":""MultiPoint"",""coordinates"":[]}"
20174,Caledonia,"{""type"":""MultiPoint"",""coordinates"":[]}"
20175,Chittenden,"{""type"":""MultiPoint"",""coordinates"":[]}"
20176,Essex,"{""type"":""MultiPoint"",""coordinates"":[]}"
20177,Franklin,"{""type"":""MultiPoint"",""coordinates"":[]}"
20178,Grand Isle,"{""type"":""MultiPoint"",""coordinates"":[]}"
20179,Lamoille,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180,Orange,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181,Orleans,"{""type"":""MultiPoint"",""coordinates"":[]}"
20182,Rutland,"{""type"":""MultiPoint"",""coordinates"":[]}"
20183,Washington,"{""type"":""MultiPoint"",""coordinates"":[]}"
20184,Windsor,"{""type"":""MultiPoint"",""coordinates"":[]}"
20185,Door,"{""type"":""MultiPoint"",""coordinates"":[]}"
20186,Florence,"{""type"":""MultiPoint"",""coordinates"":[]}"
20187,Forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
20188,Langlade,"{""type"":""MultiPoint"",""coordinates"":[]}"
20189,Marinette,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190,Menominee,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191,Oconto,"{""type"":""MultiPoint"",""coordinates"":[]}"
20192,Shawano,"{""type"":""MultiPoint"",""coordinates"":[]}"
20193,Androscoggin,"{""type"":""MultiPoint"",""coordinates"":[]}"
20194,Aroostook,"{""type"":""MultiPoint"",""coordinates"":[]}"
20195,Hancock,"{""type"":""MultiPoint"",""coordinates"":[]}"
20196,Kennebec,"{""type"":""MultiPoint"",""coordinates"":[]}"
20197,Knox,"{""type"":""MultiPoint"",""coordinates"":[]}"
20198,Lincoln,"{""type"":""MultiPoint"",""coordinates"":[]}"
20199,Oxford,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200,Penobscot,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201,Piscataquis,"{""type"":""MultiPoint"",""coordinates"":[]}"
20202,Sagadahoc,"{""type"":""MultiPoint"",""coordinates"":[]}"
20203,Somerset,"{""type"":""MultiPoint"",""coordinates"":[]}"
20204,Waldo,"{""type"":""MultiPoint"",""coordinates"":[]}"
20205,Alcona,"{""type"":""MultiPoint"",""coordinates"":[]}"
20206,Alpena,"{""type"":""MultiPoint"",""coordinates"":[]}"
20207,Antrim,"{""type"":""MultiPoint"",""coordinates"":[]}"
20208,Baraga,"{""type"":""MultiPoint"",""coordinates"":[]}"
20209,Cheboygan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210,Chippewa,"{""type"":""MultiPoint"",""coordinates"":[]}"
20211,Delta,"{""type"":""MultiPoint"",""coordinates"":[]}"
20212,Dickinson,"{""type"":""MultiPoint"",""coordinates"":[]}"
20213,Emmet,"{""type"":""MultiPoint"",""coordinates"":[]}"
20214,Grand Traverse,"{""type"":""MultiPoint"",""coordinates"":[]}"
20215,Houghton,"{""type"":""MultiPoint"",""coordinates"":[]}"
20216,Iron,"{""type"":""MultiPoint"",""coordinates"":[]}"
20217,Keweenaw,"{""type"":""MultiPoint"",""coordinates"":[]}"
20218,Leelanau,"{""type"":""MultiPoint"",""coordinates"":[]}"
20219,Mackinac,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220,Marquette,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221,Montmorency,"{""type"":""MultiPoint"",""coordinates"":[]}"
20222,Ontonagon,"{""type"":""MultiPoint"",""coordinates"":[]}"
20223,Oscoda,"{""type"":""MultiPoint"",""coordinates"":[]}"
20224,Otsego,"{""type"":""MultiPoint"",""coordinates"":[]}"
20225,Presque Isle,"{""type"":""MultiPoint"",""coordinates"":[]}"
20226,Schoolcraft,"{""type"":""MultiPoint"",""coordinates"":[]}"
20227,Belknap,"{""type"":""MultiPoint"",""coordinates"":[]}"
20228,Carroll,"{""type"":""MultiPoint"",""coordinates"":[]}"
20229,Coos,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230,Grafton,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231,Merrimack,"{""type"":""MultiPoint"",""coordinates"":[]}"
20232,Strafford,"{""type"":""MultiPoint"",""coordinates"":[]}"
20233,Clinton,"{""type"":""MultiPoint"",""coordinates"":[]}"
20234,Hamilton,"{""type"":""MultiPoint"",""coordinates"":[]}"
20235,Herkimer,"{""type"":""MultiPoint"",""coordinates"":[]}"
20236,Jefferson,"{""type"":""MultiPoint"",""coordinates"":[]}"
20237,Lewis,"{""type"":""MultiPoint"",""coordinates"":[]}"
20238,St. Lawrence,"{""type"":""MultiPoint"",""coordinates"":[]}"
20239,Warren,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240,Eslamabad-e gharb,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241,Gilan-e gharb,"{""type"":""MultiPoint"",""coordinates"":[]}"
20242,Hersin,"{""type"":""MultiPoint"",""coordinates"":[]}"
20243,Javanrud,"{""type"":""MultiPoint"",""coordinates"":[]}"
20244,Kangavar,"{""type"":""MultiPoint"",""coordinates"":[]}"
20245,Kermanshah,"{""type"":""MultiPoint"",""coordinates"":[]}"
20246,Paveh,"{""type"":""MultiPoint"",""coordinates"":[]}"
20247,Qasr-e shirin,"{""type"":""MultiPoint"",""coordinates"":[]}"
20248,Sahneh,"{""type"":""MultiPoint"",""coordinates"":[]}"
20249,Sar-e pol-e zahab,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250,Sonqor,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251,Busheher,"{""type"":""MultiPoint"",""coordinates"":[]}"
20252,Dashtestan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20253,Dashty,"{""type"":""MultiPoint"",""coordinates"":[]}"
20254,Dayyer,"{""type"":""MultiPoint"",""coordinates"":[]}"
20255,Deylaman,"{""type"":""MultiPoint"",""coordinates"":[]}"
20256,Genaveh,"{""type"":""MultiPoint"",""coordinates"":[]}"
20257,Kangan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20258,Tangestan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20259,Ardel,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260,Borujen,"{""type"":""MultiPoint"",""coordinates"":[]}"
20261,Farsan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20262,Lordegan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20263,Shar-e kord,"{""type"":""MultiPoint"",""coordinates"":[]}"
20264,Ahar,"{""type"":""MultiPoint"",""coordinates"":[]}"
20265,Azarshahr,"{""type"":""MultiPoint"",""coordinates"":[]}"
20266,Banab,"{""type"":""MultiPoint"",""coordinates"":[]}"
20267,Bostanabad,"{""type"":""MultiPoint"",""coordinates"":[]}"
20268,Hashtrud,"{""type"":""MultiPoint"",""coordinates"":[]}"
20269,Heris,"{""type"":""MultiPoint"",""coordinates"":[]}"
20270,Jolfa,"{""type"":""MultiPoint"",""coordinates"":[]}"
20271,Kalibar,"{""type"":""MultiPoint"",""coordinates"":[]}"
20272,Malekan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20273,Maragheh,"{""type"":""MultiPoint"",""coordinates"":[]}"
20274,Marand,"{""type"":""MultiPoint"",""coordinates"":[]}"
20275,Mianeh,"{""type"":""MultiPoint"",""coordinates"":[]}"
20276,Osku,"{""type"":""MultiPoint"",""coordinates"":[]}"
20277,Sarab,"{""type"":""MultiPoint"",""coordinates"":[]}"
20278,Shabestar,"{""type"":""MultiPoint"",""coordinates"":[]}"
20279,Tabriz,"{""type"":""MultiPoint"",""coordinates"":[]}"
20280,Aran Va Bidgol,"{""type"":""MultiPoint"",""coordinates"":[]}"
20281,Ardestan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20282,Barkhvar va meymeh,"{""type"":""MultiPoint"",""coordinates"":[]}"
20283,Esfehan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20284,Falavarjan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20285,Faridan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20286,Fereydunshahr,"{""type"":""MultiPoint"",""coordinates"":[]}"
20287,Golpaygan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20288,Kashan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20289,Khomeinishahr,"{""type"":""MultiPoint"",""coordinates"":[]}"
20290,Khvansar,"{""type"":""MultiPoint"",""coordinates"":[]}"
20291,Lanjan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20292,Mobarakeh,"{""type"":""MultiPoint"",""coordinates"":[]}"
20293,Naein,"{""type"":""MultiPoint"",""coordinates"":[]}"
20294,Najafabad,"{""type"":""MultiPoint"",""coordinates"":[]}"
20295,Natanz,"{""type"":""MultiPoint"",""coordinates"":[]}"
20296,Samirom,"{""type"":""MultiPoint"",""coordinates"":[]}"
20297,Shahreza,"{""type"":""MultiPoint"",""coordinates"":[]}"
20298,Tiran,"{""type"":""MultiPoint"",""coordinates"":[]}"
20299,Abadeh,"{""type"":""MultiPoint"",""coordinates"":[]}"
20300,Arsanjan,"{""type"":""MultiPoint"",""coordinates"":[]}"
20301,Bavanat,"{""type"":""MultiPoint"",""coordinates"":[]}"
20302,Darab,"{""type"":""MultiPoint"",""coordinates"":[]}"
20303,Eqlid,"{""type"":""MultiPoint"",""coordinates"":[]}"
20304,Estahban,"{""type"":""MultiPoint"",""coordinates"":[]}"
20305,Fasa,"{""type"":""MultiPoint"",""coordinates"":[]}"
20306,Firuzabad,"{""type"":""MultiPoint"",""coordinates"":[]}"
20307,Jahrom,"{""type"":""MultiPoint"",""coordinates"":[]}"
20308,Kazerun,"{""type"":""MultiPoint"",""coordinates"":[]}"
20309,Khorrambid,"{""type"":""MultiPoint"",""coordinates"":[]}"
